1#1 $$1=1$$
1163#3 $$1163=\frac{\textstyle3!}{\textstyle3}+3\times\left(3!!-333\right)$$
1164#3 $$1164=3+3\times\left(3!!-333\right)$$
1165#3 $$1165=\frac{\textstyle\frac{\textstyle3!!}{\textstyle3!}+{\left(3!\times3-3\right)}^{3}}{\textstyle3}$$
1166#3 $$1166=3!\times\left(3!-\frac{\textstyle3}{\textstyle{3}^{3}}\right)\times33$$
1167#3 $$1167=3!\times\left(3!\times33-3\right)-3$$
1168#3 $$1168=3!\times\left(3!\times33-3\right)-\frac{\textstyle3!}{\textstyle3}$$
1169#3 $$1169={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3!\times{3}^{3}$$
1170#3 $$1170=3!\times\left(3!\times33-3\right)$$
1171#3 $$1171=\frac{\textstyle\left({3!}^{3}-3\right)\times33-3}{\textstyle3!}$$
1172#3 $$1172=\frac{\textstyle3+\left({3!}^{3}-3\right)\times33}{\textstyle3!}$$
1173#3 $$1173=3333-3!!\times3$$
1174#3 $$1174=3!!+{3!}^{3}+\frac{\textstyle3!!-3!}{\textstyle3}$$
1175#3 $$1175=3!!+{3!}^{3}+\frac{\textstyle3!!-3}{\textstyle3}$$
1176#3 $$1176=3!!+\frac{\textstyle3!!}{\textstyle3}+{3!}^{3}$$
1177#3 $$1177=3!!+{3!}^{3}+\frac{\textstyle3!!+3}{\textstyle3}$$
1178#3 $$1178=3!!+{3!}^{3}+\frac{\textstyle3!!+3!}{\textstyle3}$$
1179#3 $$1179=3\times\left(\left(3!+3!\right)\times33-3\right)$$
1180#3 $$1180=3!\times3!\times\left(33-\frac{\textstyle3!}{\textstyle{3}^{3}}\right)$$
1181#3 $$1181=3!\times3!\times33-\frac{\textstyle3}{\textstyle3}-3!$$
1182#3 $$1182=3!\times3!\times33-3!$$
1183#3 $$1183=\frac{\textstyle{3!}^{3}+3333}{\textstyle3}$$
1184#3 $$1184=3!\times3!\times33-\frac{\textstyle3}{\textstyle3}-3$$
1185#3 $$1185=3!\times3!\times33-3$$
1186#3 $$1186=3!\times3!\times33-\frac{\textstyle3!}{\textstyle3}$$
1187#3 $$1187=3!\times3!\times33-\frac{\textstyle3}{\textstyle3}$$
1188#3 $$1188=3!\times3!\times33$$
1189#3 $$1189=\frac{\textstyle3}{\textstyle3}+3!\times3!\times33$$
1190#3 $$1190=\frac{\textstyle\left(\frac{\textstyle3!}{\textstyle3}+33\right)!}{\textstyle33!}$$
1191#3 $$1191=3+3!\times3!\times33$$
1192#3 $$1192=\frac{\textstyle3!\times\left(3!!-3\right)-3!!-3!}{\textstyle3}$$
1193#3 $$1193=\frac{\textstyle3!\times\left(3!!-3\right)-3!!-3}{\textstyle3}$$
1194#3 $$1194=3!+3!\times3!\times33$$
1195#3 $$1195=\frac{\textstyle\left(3!!-3\right)\times\left(3+\frac{\textstyle3!}{\textstyle3}\right)}{\textstyle3}$$
1196#3 $$1196=\frac{\textstyle3!!\times3!-{3}^{3!}-3}{\textstyle3}$$
1197#3 $$1197=\frac{\textstyle3!!\times3!-{3}^{3!}}{\textstyle3}$$
1198#3 $$1198=\frac{\textstyle3!!\times3!-3!!-3!}{\textstyle3}$$
1199#3 $$1199=\frac{\textstyle3!!\times3!-3!!-3}{\textstyle3}$$
1200#3 $$1200=\frac{\textstyle3!!\times3!-3!!}{\textstyle3}$$
1201#3 $$1201=\frac{\textstyle3+3!!\times3!-3!!}{\textstyle3}$$
1202#3 $$1202=\frac{\textstyle3!+3!!\times3!-3!!}{\textstyle3}$$
1203#3 $$1203=3+\frac{\textstyle3!!\times3!-3!!}{\textstyle3}$$
1204#3 $$1204=3+\frac{\textstyle3+3!!\times3!-3!!}{\textstyle3}$$
1205#3 $$1205=\frac{\textstyle\left(3!!+3\right)\times\left(3+\frac{\textstyle3!}{\textstyle3}\right)}{\textstyle3}$$
1206#3 $$1206=3!\times\left(3+3!\times33\right)$$
1207#3 $$1207=\frac{\textstyle3+3!\times\left(3!!+3\right)-3!!}{\textstyle3}$$
1208#3 $$1208=3!!+{3}^{3!}-\frac{\textstyle3!!+3}{\textstyle3}$$
1209#3 $$1209=3!!+{3}^{3!}-\frac{\textstyle3!!}{\textstyle3}$$
1210#3 $$1210=\frac{\textstyle\left(3!!+3!\right)\times\left(3+\frac{\textstyle3!}{\textstyle3}\right)}{\textstyle3}$$
1211#3 $$1211={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-\frac{\textstyle3!!}{\textstyle3!}$$
1212#3 $$1212=\frac{\textstyle3!\times\left(3!!+3!\right)-3!!}{\textstyle3}$$
1213#3 $$1213=\frac{\textstyle3+3!\times\left(3!!+3!\right)-3!!}{\textstyle3}$$
1214#3 $$1214=\frac{\textstyle3!+3!\times\left(3!!+3!\right)-3!!}{\textstyle3}$$
1215#3 $$1215={3!}^{3}+3\times333$$
1216#3 $$1216=3!\times{3!}^{3}-\frac{\textstyle3!!}{\textstyle3\times3}$$
1217#3 $$1217=\frac{\textstyle3!\times{3}^{3!}-3!!-3}{\textstyle3}$$
1218#3 $$1218=\frac{\textstyle3!\times{3}^{3!}-3!!}{\textstyle3}$$
1219#3 $$1219=\frac{\textstyle3+3!\times{3}^{3!}-3!!}{\textstyle3}$$
1220#3 $$1220=\frac{\textstyle3!+3!\times{3}^{3!}-3!!}{\textstyle3}$$
1221#3 $$1221=3!!+\frac{\textstyle\left(3\times 3\right)!}{\textstyle3!!}-3$$
1222#3 $$1222=\frac{\textstyle3!+\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!}{\textstyle33}$$
1223#3 $$1223=3!!+\frac{\textstyle\left(3\times 3\right)!-3!!}{\textstyle3!!}$$
1224#3 $$1224=3!!+\frac{\textstyle\left(3\times 3\right)!}{\textstyle3!!}$$
1225#3 $$1225=3!!+\frac{\textstyle3!!+\left(3\times 3\right)!}{\textstyle3!!}$$
1226#3 $$1226=3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}-3!$$
1227#3 $$1227=3+3!!+\frac{\textstyle\left(3\times 3\right)!}{\textstyle3!!}$$
1228#3 $$1228=3+3!!+\frac{\textstyle3!!+\left(3\times 3\right)!}{\textstyle3!!}$$
1229#3 $$1229=3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}-3$$
1230#3 $$1230=3!+3!!+\frac{\textstyle\left(3\times 3\right)!}{\textstyle3!!}$$
1231#3 $$1231=3!+3!!+\frac{\textstyle3!!+\left(3\times 3\right)!}{\textstyle3!!}$$
1232#3 $$1232=3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}$$
1233#3 $$1233=3!!+{3}^{3!}-{3!}^{3}$$
1234#3 $$1234={3}^{3!}+\frac{\textstyle3!!+\left(3\times 3\right)!}{\textstyle3!!}$$
1235#3 $$1235=3+3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}$$
1236#3 $$1236=3!\times\left(\frac{\textstyle3!!-3}{\textstyle3}-33\right)$$
1237#3 $$1237=\frac{\textstyle3!!-3!}{\textstyle3}+3\times333$$
1238#3 $$1238=3!+3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}$$
1239#3 $$1239=\frac{\textstyle3!!}{\textstyle3}+3\times333$$
1240#3 $$1240=\frac{\textstyle3!!+\frac{\textstyle\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!}{\textstyle3!}}{\textstyle3!}$$
1241#3 $$1241={3}^{3!}+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}$$
1242#3 $$1242=3!\times\left({3!}^{3}-3\times3\right)$$
1243#3 $$1243=\frac{\textstyle3}{\textstyle3}+3!\times\left({3!}^{3}-3\times3\right)$$
1244#3 $$1244=3!\times\left(3!!\times{\left(\frac{\textstyle\sqrt{3!}}{\textstyle3}\right)}^{3!}-3!\right)$$
1245#3 $$1245=3!\times\left({3!}^{3}-3\right)-33$$
1246#3 $$1246=3!\times\left(\frac{\textstyle3!!+\frac{\textstyle3!}{\textstyle3}}{\textstyle3}-33\right)$$
1247#3 $$1247=3!+{3}^{3!}+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}$$
1248#3 $$1248=3!\times\left(\frac{\textstyle3!!+3}{\textstyle3}-33\right)$$
1249#3 $$1249=3!\times\left({3!}^{3}-3!\right)-\frac{\textstyle33}{\textstyle3}$$
1250#3 $$1250=3!!\times\frac{\textstyle{\left(\sqrt{3}-\frac{\textstyle\sqrt{3}}{\textstyle3!}\right)}^{3}}{\textstyle\sqrt{3}}$$
1251#3 $$1251=3!\times\left({3!}^{3}-3\right)-{3}^{3}$$
1252#3 $$1252={\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}+3!\times3!\times33$$
1253#3 $$1253=\frac{\textstyle\left(\frac{\textstyle3!!}{\textstyle3!}-3!\right)\times33-3}{\textstyle3}$$
1254#3 $$1254=3!\times\left({3!}^{3}-3!\right)-3!$$
1255#3 $$1255=\frac{\textstyle\left(3+\frac{\textstyle3!}{\textstyle3}\right)\times\left(3!!+33\right)}{\textstyle3}$$
1256#3 $$1256=3!\times{3!}^{3}-\frac{\textstyle3!!}{\textstyle3!\times3}$$
1257#3 $$1257=3!\times\left({3!}^{3}-3!\right)-3$$
1258#3 $$1258=3!\times\left({3!}^{3}-3!\right)-\frac{\textstyle3!}{\textstyle3}$$
1259#3 $$1259=3!\times\left({3!}^{3}-3!\right)-\frac{\textstyle3}{\textstyle3}$$
1260#3 $$1260=3!\times\left({3!}^{3}-3!\right)$$
1261#3 $$1261=\frac{\textstyle3}{\textstyle3}+3!\times\left({3!}^{3}-3!\right)$$
1262#3 $$1262=\frac{\textstyle3!}{\textstyle3}+3!\times\left({3!}^{3}-3!\right)$$
1263#3 $$1263=3!\times{3!}^{3}-33$$
1264#3 $$1264=\frac{\textstyle3}{\textstyle3}+3!\times{3!}^{3}-33$$
1265#3 $$1265=3!!+{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}+33$$
1266#3 $$1266=3!+3!\times\left({3!}^{3}-3!\right)$$
1267#3 $$1267={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1268#3 $$1268=3!\times{3!}^{3}-{3}^{3}-\frac{\textstyle3}{\textstyle3}$$
1269#3 $$1269=3!\times{3!}^{3}-{3}^{3}$$
1270#3 $$1270=\frac{\textstyle{3!}^{3!}-3!!}{\textstyle3!\times3!}-3!$$
1271#3 $$1271=3!\times\left({3!}^{3}-3!\right)+\frac{\textstyle33}{\textstyle3}$$
1272#3 $$1272=3!\times\left({3!}^{3}-3\right)-3!$$
1273#3 $$1273=\frac{\textstyle{3!}^{3!}-3!!}{\textstyle3!\times3!}-3$$
1274#3 $$1274=3!\times3!!\times{\left(\frac{\textstyle\sqrt{3!}}{\textstyle3}\right)}^{3!}-3!$$
1275#3 $$1275=3!\times\left({3!}^{3}-3\right)-3$$
1276#3 $$1276=\frac{\textstyle{3!}^{3!}-3!!}{\textstyle3!\times3!}$$
1277#3 $$1277=3!\times\left({3!}^{3}-3\right)-\frac{\textstyle3}{\textstyle3}$$
1278#3 $$1278=3!\times\left({3!}^{3}-3\right)$$
1279#3 $$1279=\frac{\textstyle3}{\textstyle3}+3!\times\left({3!}^{3}-3\right)$$
1280#3 $$1280=3!\times3!!\times{\left(\frac{\textstyle\sqrt{3!}}{\textstyle3}\right)}^{3!}$$
1281#3 $$1281=3+3!\times\left({3!}^{3}-3\right)$$
1282#3 $$1282={3!}^{3}\times\left(3!-{3}^{-3}\right)-3!$$
1283#3 $$1283=3+3!\times3!!\times{\left(\frac{\textstyle\sqrt{3!}}{\textstyle3}\right)}^{3!}$$
1284#3 $$1284=3!+3!\times\left({3!}^{3}-3\right)$$
1285#3 $$1285=3!\times{3!}^{3}-\frac{\textstyle33}{\textstyle3}$$
1286#3 $$1286=3!+3!\times3!!\times{\left(\frac{\textstyle\sqrt{3!}}{\textstyle3}\right)}^{3!}$$
1287#3 $$1287=33\times\left(3!+33\right)$$
1288#3 $$1288={3!}^{3}\times\left(3!-{3}^{-3}\right)$$
1289#3 $$1289=3!\times{3!}^{3}-\frac{\textstyle3}{\textstyle3}-3!$$
1290#3 $$1290=3!\times{3!}^{3}-3!$$
1291#3 $$1291=3!\times{3!}^{3}-\frac{\textstyle3!}{\textstyle3}-3$$
1292#3 $$1292=3!\times{3!}^{3}-\frac{\textstyle3}{\textstyle3}-3$$
1293#3 $$1293=3!\times{3!}^{3}-3$$
1294#3 $$1294=3!\times{3!}^{3}-\frac{\textstyle3!}{\textstyle3}$$
1295#3 $$1295=3!\times{3!}^{3}-\frac{\textstyle3}{\textstyle3}$$
1296#3 $$1296=3!\times{3!}^{3}$$
1297#3 $$1297=\frac{\textstyle3}{\textstyle3}+3!\times{3!}^{3}$$
1298#3 $$1298=\frac{\textstyle3!}{\textstyle3}+3!\times{3!}^{3}$$
1299#3 $$1299=3+3!\times{3!}^{3}$$
1300#3 $$1300=3+\frac{\textstyle3}{\textstyle3}+3!\times{3!}^{3}$$
1301#3 $$1301=3+\frac{\textstyle3!}{\textstyle3}+3!\times{3!}^{3}$$
1302#3 $$1302=3!+3!\times{3!}^{3}$$
1303#3 $$1303=3!+\frac{\textstyle3}{\textstyle3}+3!\times{3!}^{3}$$
1304#3 $$1304={3!}^{3}\times\left(3!+{3}^{-3}\right)$$
1305#3 $$1305=3\times3+3!\times{3!}^{3}$$
1306#3 $$1306=3!\times{3!}^{3}+\frac{\textstyle33-3}{\textstyle3}$$
1307#3 $$1307=3!\times{3!}^{3}+\frac{\textstyle33}{\textstyle3}$$
1308#3 $$1308=3!\times\left(3+{3!}^{3}\right)-3!$$
1309#3 $$1309=\frac{\textstyle\left(3!!-3!\right)\times33}{\textstyle3!\times3}$$
1310#3 $$1310=3!+{3!}^{3}\times\left(3!+{3}^{-3}\right)$$
1311#3 $$1311=3!\times\left(3+{3!}^{3}\right)-3$$
1312#3 $$1312=3!\times\left(3+{3!}^{3}\right)-\frac{\textstyle3!}{\textstyle3}$$
1313#3 $$1313={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3!\times3$$
1314#3 $$1314=3!\times\left(3+{3!}^{3}\right)$$
1315#3 $$1315=\frac{\textstyle3}{\textstyle3}+3!\times\left(3+{3!}^{3}\right)$$
1316#3 $$1316=\frac{\textstyle3!!+{3!}^{3!}}{\textstyle3!\times3!}$$
1317#3 $$1317=3+3!\times\left(3+{3!}^{3}\right)$$
1318#3 $$1318=\frac{\textstyle\frac{\textstyle3!!\times33}{\textstyle3!}-3!}{\textstyle3}$$
1319#3 $$1319=3!!+3!!-\frac{\textstyle3!!+3!}{\textstyle3!}$$
1320#3 $$1320=\frac{\textstyle\left(3!+3!\right)!}{\textstyle\left(3\times 3\right)!}$$
1321#3 $$1321=3!!+3!!-\frac{\textstyle3!!-3!}{\textstyle3!}$$
1322#3 $$1322={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3\times3$$
1323#3 $$1323={3}^{3}+3!\times{3!}^{3}$$
1324#3 $$1324=3+3!!+3!!-\frac{\textstyle3!!-3!}{\textstyle3!}$$
1325#3 $$1325={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3!$$
1326#3 $$1326=3!\times\left(3!+{3!}^{3}\right)-3!$$
1327#3 $$1327=3!+3!!+3!!-\frac{\textstyle3!!-3!}{\textstyle3!}$$
1328#3 $$1328={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3$$
1329#3 $$1329=3!\times{3!}^{3}+33$$
1330#3 $$1330={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-\frac{\textstyle3}{\textstyle3}$$
1331#3 $$1331={\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1332#3 $$1332=3!\times\left(3!+{3!}^{3}\right)$$
1333#3 $$1333=\frac{\textstyle3!}{\textstyle3}+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1334#3 $$1334=3+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1335#3 $$1335=3+3!\times\left(3!+{3!}^{3}\right)$$
1336#3 $$1336=3!\times{3!}^{3}+\frac{\textstyle3!!}{\textstyle3!\times3}$$
1337#3 $$1337=3!+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1338#3 $$1338=3!+3!\times\left(3!+{3!}^{3}\right)$$
1339#3 $$1339=\frac{\textstyle{3!}^{3}+{33}^{3}}{\textstyle{3}^{3}}$$
1340#3 $$1340=3\times3+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1341#3 $$1341=3\times\left(3!!-33\right)-3!!$$
1342#3 $$1342=\frac{\textstyle33}{\textstyle3}+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1343#3 $$1343=3!+3!+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1344#3 $$1344=\frac{\textstyle\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!}{\textstyle33-3}$$
1345#3 $$1345=\frac{\textstyle3!!+3333}{\textstyle3}-3!$$
1346#3 $$1346=3!\times3+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3$$
1347#3 $$1347=3!\times\left(3+{3!}^{3}\right)+33$$
1348#3 $$1348=\frac{\textstyle3!\times\left(3!!-3!\right)-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1349#3 $$1349=3!\times3+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1350#3 $$1350=3!\times\left({3!}^{3}+3\times3\right)$$
1351#3 $$1351=\frac{\textstyle3!!+3333}{\textstyle3}$$
1352#3 $$1352=\frac{\textstyle3+3!!+3333}{\textstyle3}$$
1353#3 $$1353=3+3!\times\left({3!}^{3}+3\times3\right)$$
1354#3 $$1354=\frac{\textstyle3!\times\left(3!!-3\right)-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1355#3 $$1355={3}^{3}+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3$$
1356#3 $$1356=3!\times\left(\frac{\textstyle3!!-33}{\textstyle3}-3\right)$$
1357#3 $$1357=\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}-3$$
1358#3 $$1358={3}^{3}+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1359#3 $$1359=3!!+3\times\left({3!}^{3}-3\right)$$
1360#3 $$1360=\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1361#3 $$1361=\frac{\textstyle3+3!!\times3!-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1362#3 $$1362=3!!+3\times{3!}^{3}-3!$$
1363#3 $$1363=3+\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1364#3 $$1364=33+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1365#3 $$1365=3!!+3\times{3!}^{3}-3$$
1366#3 $$1366=3!!+3\times{3!}^{3}-\frac{\textstyle3!}{\textstyle3}$$
1367#3 $$1367=3!\times3!+{\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}$$
1368#3 $$1368=3!!+3\times{3!}^{3}$$
1369#3 $$1369=3!!+\frac{\textstyle3}{\textstyle3}+3\times{3!}^{3}$$
1370#3 $$1370=3!!+\frac{\textstyle3!}{\textstyle3}+3\times{3!}^{3}$$
1371#3 $$1371=3+3!!+3\times{3!}^{3}$$
1372#3 $$1372=\frac{\textstyle3!\times\left(3!!-33\right)-3!}{\textstyle3}$$
1373#3 $$1373=\frac{\textstyle3!\times\left(3!!-33\right)-3}{\textstyle3}$$
1374#3 $$1374=\frac{\textstyle3!\times\left(3!!-33\right)}{\textstyle3}$$
1375#3 $$1375=\frac{\textstyle3+3!\times\left(3!!-33\right)}{\textstyle3}$$
1376#3 $$1376=3!!+3!!-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1377#3 $$1377={3}^{3!}+3\times{3!}^{3}$$
1378#3 $$1378=\frac{\textstyle3!\times{3}^{3!}-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1379#3 $$1379=3+3!!+3!!-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1380#3 $$1380=3!!+3!!-\frac{\textstyle3!!}{\textstyle3!+3!}$$
1381#3 $$1381=\frac{\textstyle3!+{3!}^{3!}}{\textstyle33}-33$$
1382#3 $$1382=3!+3!!+3!!-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1383#3 $$1383=\left(3!+3!\times3!\right)\times33-3$$
1384#3 $$1384=\frac{\textstyle3!\times\left(3!!-{3}^{3}\right)-3!}{\textstyle3}$$
1385#3 $$1385=\frac{\textstyle3!\times\left(3!!-{3}^{3}\right)-3}{\textstyle3}$$
1386#3 $$1386=\left(3!+3!\times3!\right)\times33$$
1387#3 $$1387=\frac{\textstyle3+3!\times\left(3!!-{3}^{3}\right)}{\textstyle3}$$
1388#3 $$1388=\frac{\textstyle3!+3!\times\left(3!!-{3}^{3}\right)}{\textstyle3}$$
1389#3 $$1389=3+\left(3!+3!\times3!\right)\times33$$
1390#3 $$1390=\frac{\textstyle3!\times\left({3}^{3!}-33\right)-3!}{\textstyle3}$$
1391#3 $$1391=\frac{\textstyle3!\times\left({3}^{3!}-33\right)-3}{\textstyle3}$$
1392#3 $$1392=\frac{\textstyle{3!}^{3!}-3!!}{\textstyle33}$$
1393#3 $$1393=\frac{\textstyle3+3!\times\left({3}^{3!}-33\right)}{\textstyle3}$$
1394#3 $$1394=\frac{\textstyle3!\times\left(3!!-3\right)-\frac{\textstyle3!!}{\textstyle3!}}{\textstyle3}$$
1395#3 $$1395={\left(3!+3!\right)}^{3}-333$$
1396#3 $$1396=\frac{\textstyle3!!+\frac{\textstyle{3!}^{3!}-3!!}{\textstyle3!}}{\textstyle3!}$$
1397#3 $$1397=\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3!}}{\textstyle3}-3$$
1398#3 $$1398=3!\times\left(\frac{\textstyle3!!-3}{\textstyle3}-3!\right)$$
1399#3 $$1399=\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3!}-3}{\textstyle3}$$
1400#3 $$1400=\frac{\textstyle3!!\times3!-\frac{\textstyle3!!}{\textstyle3!}}{\textstyle3}$$
1401#3 $$1401=3!\times\left(\frac{\textstyle3!!}{\textstyle3}-3!\right)-3$$
1402#3 $$1402=3!\times\left(\frac{\textstyle3!!-\frac{\textstyle3}{\textstyle3}}{\textstyle3}-3!\right)$$
1403#3 $$1403=\frac{\textstyle3!\times\left(3!!-3!\times3\right)-3}{\textstyle3}$$
1404#3 $$1404=3!\times\left(\frac{\textstyle3!!}{\textstyle3}-3!\right)$$
1405#3 $$1405=\frac{\textstyle3!!\times3!-3!}{\textstyle3}-33$$
1406#3 $$1406=\frac{\textstyle3!!\times3!-3}{\textstyle3}-33$$
1407#3 $$1407=3!!+3!!-33$$
1408#3 $$1408=\frac{\textstyle3+3!!\times3!}{\textstyle3}-33$$
1409#3 $$1409=\frac{\textstyle3!+3!!\times3!}{\textstyle3}-33$$
1410#3 $$1410=3+3!!+3!!-33$$
1411#3 $$1411=\frac{\textstyle3!+{3!}^{3!}}{\textstyle33}-3$$
1412#3 $$1412=\frac{\textstyle3!!\times3!-3}{\textstyle3}-{3}^{3}$$
1413#3 $$1413=3!!+3!!-{3}^{3}$$
1414#3 $$1414=\frac{\textstyle3!+{3!}^{3!}}{\textstyle33}$$
1415#3 $$1415=\frac{\textstyle3!+3!!\times3!}{\textstyle3}-{3}^{3}$$
1416#3 $$1416=3!!+{3}^{3!}-33$$
1417#3 $$1417=3+\frac{\textstyle3!+{3!}^{3!}}{\textstyle33}$$
1418#3 $$1418=\frac{\textstyle3!\times\left(3!!-\frac{\textstyle33}{\textstyle3}\right)}{\textstyle3}$$
1419#3 $$1419=3!\times\left(\frac{\textstyle3!!}{\textstyle3}-3\right)-3$$
1420#3 $$1420=3!!+3!!-\frac{\textstyle3!!}{\textstyle3!\times3!}$$
1421#3 $$1421=\frac{\textstyle3!\times\left(3!!-3\times3\right)-3}{\textstyle3}$$
1422#3 $$1422=3!\times\left(\frac{\textstyle3!!}{\textstyle3}-3\right)$$
1423#3 $$1423=\frac{\textstyle3!\times\left(3!!-3\right)-33}{\textstyle3}$$
1424#3 $$1424=3!\times\left(\frac{\textstyle3!!+\frac{\textstyle3}{\textstyle3}}{\textstyle3}-3\right)$$
1425#3 $$1425=3+3!\times\left(\frac{\textstyle3!!}{\textstyle3}-3\right)$$
1426#3 $$1426=\frac{\textstyle3!\times\left(3!!-3!\right)-3!}{\textstyle3}$$
1427#3 $$1427=\frac{\textstyle3!\times\left(3!!-3!\right)-3}{\textstyle3}$$
1428#3 $$1428=\frac{\textstyle3!\times\left(3!!-3!\right)}{\textstyle3}$$
1429#3 $$1429=\frac{\textstyle3!!\times3!-33}{\textstyle3}$$
1430#3 $$1430=\frac{\textstyle3!+3!\times\left(3!!-3!\right)}{\textstyle3}$$
1431#3 $$1431=3!!\times3-{3}^{3!}$$
1432#3 $$1432=\frac{\textstyle3!\times\left(3!!-3\right)-3!}{\textstyle3}$$
1433#3 $$1433=\frac{\textstyle3!\times\left(3!!-3\right)-3}{\textstyle3}$$
1434#3 $$1434=3!!+3!!-3!$$
1435#3 $$1435=\frac{\textstyle3+3!\times\left(3!!-3\right)}{\textstyle3}$$
1436#3 $$1436=\frac{\textstyle3!!\times3!-3}{\textstyle3}-3$$
1437#3 $$1437=3!!+3!!-3$$
1438#3 $$1438=\frac{\textstyle3!!\times3!-3!}{\textstyle3}$$
1439#3 $$1439=\frac{\textstyle3!!\times3!-3}{\textstyle3}$$
1440#3 $$1440=3!!+3!!$$
1441#3 $$1441=\frac{\textstyle3+3!!\times3!}{\textstyle3}$$
1442#3 $$1442=\frac{\textstyle3!+3!!\times3!}{\textstyle3}$$
1443#3 $$1443=3+3!!+3!!$$
1444#3 $$1444=3+\frac{\textstyle3+3!!\times3!}{\textstyle3}$$
1445#3 $$1445=\frac{\textstyle3!\times\left(3!!+3\right)-3}{\textstyle3}$$
1446#3 $$1446=3!+3!!+3!!$$
1447#3 $$1447=\frac{\textstyle3+3!\times\left(3!!+3\right)}{\textstyle3}$$
1448#3 $$1448=3!!+{3}^{3!}-\frac{\textstyle3}{\textstyle3}$$
1449#3 $$1449=3!!+{3}^{3!}$$
1450#3 $$1450=3!!+{3}^{3!}+\frac{\textstyle3}{\textstyle3}$$
1451#3 $$1451=\frac{\textstyle3!!\times3!+33}{\textstyle3}$$
1452#3 $$1452=3+3!!+{3}^{3!}$$
1453#3 $$1453=\frac{\textstyle3+3!\times\left(3!!+3!\right)}{\textstyle3}$$
1454#3 $$1454=\frac{\textstyle3!+3!\times\left(3!!+3!\right)}{\textstyle3}$$
1455#3 $$1455=3!+3!!+{3}^{3!}$$
1456#3 $$1456=\frac{\textstyle3!\times{3}^{3!}-3!}{\textstyle3}$$
1457#3 $$1457=\frac{\textstyle3!\times{3}^{3!}-3}{\textstyle3}$$
1458#3 $$1458=\frac{\textstyle3!\times{3}^{3!}}{\textstyle3}$$
1459#3 $$1459=\frac{\textstyle3+3!\times{3}^{3!}}{\textstyle3}$$
1460#3 $$1460=\frac{\textstyle3!+3!\times{3}^{3!}}{\textstyle3}$$
1461#3 $$1461=3+\frac{\textstyle3!\times{3}^{3!}}{\textstyle3}$$
