1#1 1 $$1$$
911#3 3!!+((√√3+√√3)^(3!)-√3)/√3 $$3!!+\frac{\textstyle{\left(\sqrt{\!\!\sqrt{3}}+\sqrt{\!\!\sqrt{3}}\right)}^{3!}-\sqrt{3}}{\textstyle\sqrt{3}}$$
912#3 3!!+3!*33-3! $$3!!+3!\times33-3!$$
913#3 3!!+(√3+(√√3+√√3)^(3!))/√3 $$3!!+\frac{\textstyle\sqrt{3}+{\left(\sqrt{\!\!\sqrt{3}}+\sqrt{\!\!\sqrt{3}}\right)}^{3!}}{\textstyle\sqrt{3}}$$
914#3 3!!+(3!!-3!!/(3!))/3-3! $$3!!+\frac{\textstyle3!!-\frac{\textstyle3!!}{\textstyle3!}}{\textstyle3}-3!$$
915#3 3!!+3!*33-3 $$3!!+3!\times33-3$$
916#3 3!!+3!*33-3!/3 $$3!!+3!\times33-\frac{\textstyle3!}{\textstyle3}$$
917#3 3!!+3!*33-3/3 $$3!!+3!\times33-\frac{\textstyle3}{\textstyle3}$$
918#3 3!!+3!*33 $$3!!+3!\times33$$
919#3 3!!+3/3+3!*33 $$3!!+\frac{\textstyle3}{\textstyle3}+3!\times33$$
920#3 3!!+(3!!-3!!/(3!))/3 $$3!!+\frac{\textstyle3!!-\frac{\textstyle3!!}{\textstyle3!}}{\textstyle3}$$
921#3 3+3!!+3!*33 $$3+3!!+3!\times33$$
922#3 3!!+(3!!-3!)/3-3!*3! $$3!!+\frac{\textstyle3!!-3!}{\textstyle3}-3!\times3!$$
923#3 ((3!+3!)!/(3!!)-3!!)/(3!!) $$\frac{\textstyle\frac{\textstyle\left(3!+3!\right)!}{\textstyle3!!}-3!!}{\textstyle3!!}$$
924#3 (3!+3!)!/(3!!)/(3!!) $$\frac{\textstyle\left(3!+3!\right)!}{\textstyle3!!\times3!!}$$
925#3 (3!!+(3!+3!)!/(3!!))/(3!!) $$\frac{\textstyle3!!+\frac{\textstyle\left(3!+3!\right)!}{\textstyle3!!}}{\textstyle3!!}$$
926#3 3!!+(3!!-3)/3-33 $$3!!+\frac{\textstyle3!!-3}{\textstyle3}-33$$
927#3 3^(3!)+3!*33 $${3}^{3!}+3!\times33$$
928#3 3!!+(3!!+3)/3-33 $$3!!+\frac{\textstyle3!!+3}{\textstyle3}-33$$
929#3 3!!+(3!)^3-3/3-3! $$3!!+{3!}^{3}-\frac{\textstyle3}{\textstyle3}-3!$$
930#3 3!!+(3!)^3-3! $$3!!+{3!}^{3}-3!$$
931#3 3!!+(3!)^3-3!/3-3 $$3!!+{3!}^{3}-\frac{\textstyle3!}{\textstyle3}-3$$
932#3 3!!+(3!)^3-3/3-3 $$3!!+{3!}^{3}-\frac{\textstyle3}{\textstyle3}-3$$
933#3 3!!+(3!)^3-3 $$3!!+{3!}^{3}-3$$
934#3 3!!+(3!)^3-3!/3 $$3!!+{3!}^{3}-\frac{\textstyle3!}{\textstyle3}$$
935#3 3!!+(3!)^3-3/3 $$3!!+{3!}^{3}-\frac{\textstyle3}{\textstyle3}$$
936#3 3!!+(3!)^3 $$3!!+{3!}^{3}$$
937#3 3!!+(3!)^3+3/3 $$3!!+{3!}^{3}+\frac{\textstyle3}{\textstyle3}$$
938#3 3!!+(3!)^3+3!/3 $$3!!+{3!}^{3}+\frac{\textstyle3!}{\textstyle3}$$
939#3 3+3!!+(3!)^3 $$3+3!!+{3!}^{3}$$
940#3 3+3!!+(3!)^3+3/3 $$3+3!!+{3!}^{3}+\frac{\textstyle3}{\textstyle3}$$
941#3 3+3!!+(3!)^3+3!/3 $$3+3!!+{3!}^{3}+\frac{\textstyle3!}{\textstyle3}$$
942#3 3!+3!!+(3!)^3 $$3!+3!!+{3!}^{3}$$
943#3 3^(3!)+(3!)^3-3!/3 $${3}^{3!}+{3!}^{3}-\frac{\textstyle3!}{\textstyle3}$$
944#3 3^(3!)+(3!)^3-3/3 $${3}^{3!}+{3!}^{3}-\frac{\textstyle3}{\textstyle3}$$
945#3 3^(3!)+(3!)^3 $${3}^{3!}+{3!}^{3}$$
946#3 3/3+3^(3!)+(3!)^3 $$\frac{\textstyle3}{\textstyle3}+{3}^{3!}+{3!}^{3}$$
947#3 3!!+(3!)^3+33/3 $$3!!+{3!}^{3}+\frac{\textstyle33}{\textstyle3}$$
948#3 3+3^(3!)+(3!)^3 $$3+{3}^{3!}+{3!}^{3}$$
949#3 3!!+(3!!-33)/3 $$3!!+\frac{\textstyle3!!-33}{\textstyle3}$$
950#3 3!!+(3+3!!-33)/3 $$3!!+\frac{\textstyle3+3!!-33}{\textstyle3}$$
951#3 3!+3^(3!)+(3!)^3 $$3!+{3}^{3!}+{3!}^{3}$$
952#3 3!!+(3!!-3!)/3-3! $$3!!+\frac{\textstyle3!!-3!}{\textstyle3}-3!$$
953#3 3!!+(3!!-3)/3-3! $$3!!+\frac{\textstyle3!!-3}{\textstyle3}-3!$$
954#3 3!!+3!!/3-3! $$3!!+\frac{\textstyle3!!}{\textstyle3}-3!$$
955#3 3!!+(3!!-3!)/3-3 $$3!!+\frac{\textstyle3!!-3!}{\textstyle3}-3$$
956#3 3!!+(3!!-3)/3-3 $$3!!+\frac{\textstyle3!!-3}{\textstyle3}-3$$
957#3 3!!+3!!/3-3 $$3!!+\frac{\textstyle3!!}{\textstyle3}-3$$
958#3 3!!+(3!!-3!)/3 $$3!!+\frac{\textstyle3!!-3!}{\textstyle3}$$
959#3 3!!+(3!!-3)/3 $$3!!+\frac{\textstyle3!!-3}{\textstyle3}$$
960#3 3!!+3!!/3 $$3!!+\frac{\textstyle3!!}{\textstyle3}$$
961#3 3!!+(3!!+3)/3 $$3!!+\frac{\textstyle3!!+3}{\textstyle3}$$
962#3 3!!+(3!!+3!)/3 $$3!!+\frac{\textstyle3!!+3!}{\textstyle3}$$
963#3 3!!+3^(3!)/3 $$3!!+\frac{\textstyle{3}^{3!}}{\textstyle3}$$
964#3 3!!+(3+3^(3!))/3 $$3!!+\frac{\textstyle3+{3}^{3!}}{\textstyle3}$$
965#3 3!!+(3!+3^(3!))/3 $$3!!+\frac{\textstyle3!+{3}^{3!}}{\textstyle3}$$
966#3 3!+3!!+3!!/3 $$3!+3!!+\frac{\textstyle3!!}{\textstyle3}$$
967#3 3^(3!)+(3!!-3!)/3 $${3}^{3!}+\frac{\textstyle3!!-3!}{\textstyle3}$$
968#3 3^(3!)+(3!!-3)/3 $${3}^{3!}+\frac{\textstyle3!!-3}{\textstyle3}$$
969#3 3!!/3+3^(3!) $$\frac{\textstyle3!!}{\textstyle3}+{3}^{3!}$$
970#3 3^(3!)+(3!!+3)/3 $${3}^{3!}+\frac{\textstyle3!!+3}{\textstyle3}$$
971#3 ((3!*3)^3-3!)/(3!) $$\frac{\textstyle{\left(3!\times3\right)}^{3}-3!}{\textstyle3!}$$
972#3 (3!*3)^3/(3!) $$\frac{\textstyle{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
973#3 (3!+(3!*3)^3)/(3!) $$\frac{\textstyle3!+{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
974#3 3!!+(3^(3!)+33)/3 $$3!!+\frac{\textstyle{3}^{3!}+33}{\textstyle3}$$
975#3 3+(3!*3)^3/(3!) $$3+\frac{\textstyle{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
976#3 3+(3!+(3!*3)^3)/(3!) $$3+\frac{\textstyle3!+{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
977#3 3!+((3!*3)^3-3!)/(3!) $$3!+\frac{\textstyle{\left(3!\times3\right)}^{3}-3!}{\textstyle3!}$$
978#3 3!+(3!*3)^3/(3!) $$3!+\frac{\textstyle{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
979#3 (3+3!!/(3^3))*33 $$\left(3+\frac{\textstyle3!!}{\textstyle{3}^{3}}\right)\times33$$
980#3 (√(3!!)+√(3!!)/(3!))^(3!/3) $${\left(\sqrt{3!!}+\frac{\textstyle\sqrt{3!!}}{\textstyle3!}\right)}^{\frac{3!}{3}}$$
981#3 3*(333-3!) $$3\times\left(333-3!\right)$$
982#3 3!!+(3!!+√(3!*(3!!+3!)))/3 $$3!!+\frac{\textstyle3!!+\sqrt{3!\times\left(3!!+3!\right)}}{\textstyle3}$$
983#3 3+(√(3!!)+√(3!!)/(3!))^(3!/3) $$3+{\left(\sqrt{3!!}+\frac{\textstyle\sqrt{3!!}}{\textstyle3!}\right)}^{\frac{3!}{3}}$$
984#3 3+3*(333-3!) $$3+3\times\left(333-3!\right)$$
985#3 3!!+3^3+(3!!-3!)/3 $$3!!+{3}^{3}+\frac{\textstyle3!!-3!}{\textstyle3}$$
986#3 3!!+3^3+(3!!-3)/3 $$3!!+{3}^{3}+\frac{\textstyle3!!-3}{\textstyle3}$$
987#3 3!!+3!!/3+3^3 $$3!!+\frac{\textstyle3!!}{\textstyle3}+{3}^{3}$$
988#3 3!!+3^3+(3!!+3)/3 $$3!!+{3}^{3}+\frac{\textstyle3!!+3}{\textstyle3}$$
989#3 3!!+3^3+(3!!+3!)/3 $$3!!+{3}^{3}+\frac{\textstyle3!!+3!}{\textstyle3}$$
990#3 3*(333-3) $$3\times\left(333-3\right)$$
991#3 3!!+(3!!-3!)/3+33 $$3!!+\frac{\textstyle3!!-3!}{\textstyle3}+33$$
992#3 3!!+(3!!-3)/3+33 $$3!!+\frac{\textstyle3!!-3}{\textstyle3}+33$$
993#3 3*333-3! $$3\times333-3!$$
994#3 ((33-3)/3)^3-3! $${\left(\frac{\textstyle33-3}{\textstyle3}\right)}^{3}-3!$$
995#3 3!!+(3!!+3!)/3+33 $$3!!+\frac{\textstyle3!!+3!}{\textstyle3}+33$$
996#3 3*333-3 $$3\times333-3$$
997#3 ((33-3)/3)^3-3 $${\left(\frac{\textstyle33-3}{\textstyle3}\right)}^{3}-3$$
998#3 3*333-3/3 $$3\times333-\frac{\textstyle3}{\textstyle3}$$
999#3 3*333 $$3\times333$$
1000#3 ((33-3)/3)^3 $${\left(\frac{\textstyle33-3}{\textstyle3}\right)}^{3}$$
1001#3 3!/3+3*333 $$\frac{\textstyle3!}{\textstyle3}+3\times333$$
1002#3 3+3*333 $$3+3\times333$$
1003#3 3+((33-3)/3)^3 $$3+{\left(\frac{\textstyle33-3}{\textstyle3}\right)}^{3}$$
1004#3 3+3!/3+3*333 $$3+\frac{\textstyle3!}{\textstyle3}+3\times333$$
1005#3 3!+3*333 $$3!+3\times333$$
1006#3 3!+((33-3)/3)^3 $$3!+{\left(\frac{\textstyle33-3}{\textstyle3}\right)}^{3}$$
1007#3 (3!/(3!!/((3*3)!))-3)/3 $$\frac{\textstyle3!\times\frac{\textstyle\left(3\times3\right)!}{\textstyle3!!}-3}{\textstyle3}$$
1008#3 (3!+3!)^3-3!! $${\left(3!+3!\right)}^{3}-3!!$$
1009#3 (3+3!/(3!!/((3*3)!)))/3 $$\frac{\textstyle3+3!\times\frac{\textstyle\left(3\times3\right)!}{\textstyle3!!}}{\textstyle3}$$
1010#3 (3!+3!/(3!!/((3*3)!)))/3 $$\frac{\textstyle3!+3!\times\frac{\textstyle\left(3\times3\right)!}{\textstyle3!!}}{\textstyle3}$$
1011#3 3+(3!+3!)^3-3!! $$3+{\left(3!+3!\right)}^{3}-3!!$$
1012#3 (3!!/3+(3!*3)^3)/(3!) $$\frac{\textstyle\frac{\textstyle3!!}{\textstyle3}+{\left(3!\times3\right)}^{3}}{\textstyle3!}$$
1013#3 3!!+333-3!!/(3!)/3 $$3!!+333-\frac{\textstyle3!!}{\textstyle3!\times3}$$
1014#3 3!+(3!+3!)^3-3!! $$3!+{\left(3!+3!\right)}^{3}-3!!$$
1015#3 3*(3!+333)-3!/3 $$3\times\left(3!+333\right)-\frac{\textstyle3!}{\textstyle3}$$
1016#3 3!!+(3!)^3+3!!/3/3 $$3!!+{3!}^{3}+\frac{\textstyle3!!}{\textstyle3\times3}$$
1017#3 3*(3!+333) $$3\times\left(3!+333\right)$$
1018#3 √(√√(3!/3)^(3!!/3/3))-3! $$\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle3!}{\textstyle3}}}}^{\frac{3!!}{3\times3}}}-3!$$
1019#3 3!/3+3*(3!+333) $$\frac{\textstyle3!}{\textstyle3}+3\times\left(3!+333\right)$$
1020#3 √((3!!+3!!)*(3!!+3)-3!!) $$\sqrt{\left(3!!+3!!\right)\times\left(3!!+3\right)-3!!}$$
1021#3 √(√√(3!/3)^(3!!/3/3))-3 $$\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle3!}{\textstyle3}}}}^{\frac{3!!}{3\times3}}}-3$$
1022#3 (3!*((3!/3)^3)^3-3!)/3 $$\frac{\textstyle3!\times{\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)}^{3}-3!}{\textstyle3}$$
1023#3 33*(33-3!/3) $$33\times\left(33-\frac{\textstyle3!}{\textstyle3}\right)$$
1024#3 √(√√(3!/3)^(3!!/3/3)) $$\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle3!}{\textstyle3}}}}^{\frac{3!!}{3\times3}}}$$
1025#3 33*33-(3!/3)^(3!) $$33\times33-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1026#3 3*3*(3!!/(3!)-3!) $$3\times3\times\left(\frac{\textstyle3!!}{\textstyle3!}-3!\right)$$
1027#3 3+√(√√(3!/3)^(3!!/3/3)) $$3+\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle3!}{\textstyle3}}}}^{\frac{3!!}{3\times3}}}$$
1028#3 ((√3+√3*3!)^3-√3)/√3 $$\frac{\textstyle{\left(\sqrt{3}+\sqrt{3}\times3!\right)}^{3}-\sqrt{3}}{\textstyle\sqrt{3}}$$
1029#3 3*(3!+3/3)^3 $$3\times{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1030#3 (√3+(√3+√3*3!)^3)/√3 $$\frac{\textstyle\sqrt{3}+{\left(\sqrt{3}+\sqrt{3}\times3!\right)}^{3}}{\textstyle\sqrt{3}}$$
1031#3 3!!+(3!!+(3!)^3-3)/3 $$3!!+\frac{\textstyle3!!+{3!}^{3}-3}{\textstyle3}$$
1032#3 3!!+(3!!+(3!)^3)/3 $$3!!+\frac{\textstyle3!!+{3!}^{3}}{\textstyle3}$$
1033#3 3!!+(3+3!!+(3!)^3)/3 $$3!!+\frac{\textstyle3+3!!+{3!}^{3}}{\textstyle3}$$
1034#3 3!!+(3!+3!!+(3!)^3)/3 $$3!!+\frac{\textstyle3!+3!!+{3!}^{3}}{\textstyle3}$$
1035#3 3*(3!+3!+333) $$3\times\left(3!+3!+333\right)$$
1036#3 (3+3/(3^3))*333 $$\left(3+\frac{\textstyle3}{\textstyle{3}^{3}}\right)\times333$$
1037#3 3!!+(3!!+3!!/3)/3-3 $$3!!+\frac{\textstyle3!!+\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}-3$$
1038#3 3*(3+(3!+3/3)^3) $$3\times\left(3+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}\right)$$
1039#3 3!!+(3!!+3!!/3-3)/3 $$3!!+\frac{\textstyle3!!+\frac{\textstyle3!!}{\textstyle3}-3}{\textstyle3}$$
1040#3 3!!+(3!!+3!!/3)/3 $$3!!+\frac{\textstyle3!!+\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1041#3 3!!+333-3!-3! $$3!!+333-3!-3!$$
1042#3 3!!+(3!+3!!+3!!/3)/3 $$3!!+\frac{\textstyle3!+3!!+\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1043#3 3!!+(3!!/3+3^(3!))/3 $$3!!+\frac{\textstyle\frac{\textstyle3!!}{\textstyle3}+{3}^{3!}}{\textstyle3}$$
1044#3 3!!+3*3*3!*3! $$3!!+3\times3\times3!\times3!$$
1045#3 3!!+333-(3!/3)^3 $$3!!+333-{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}$$
1046#3 3!+3!!+(3!!+3!!/3)/3 $$3!+3!!+\frac{\textstyle3!!+\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1047#3 3!!+333-3! $$3!!+333-3!$$
1048#3 3!!+333-3!/3-3 $$3!!+333-\frac{\textstyle3!}{\textstyle3}-3$$
1049#3 3^(3!)+(3!!+3!!/3)/3 $${3}^{3!}+\frac{\textstyle3!!+\frac{\textstyle3!!}{\textstyle3}}{\textstyle3}$$
1050#3 3!!+333-3 $$3!!+333-3$$
1051#3 3!!+333-3!/3 $$3!!+333-\frac{\textstyle3!}{\textstyle3}$$
1052#3 3!!+333-3/3 $$3!!+333-\frac{\textstyle3}{\textstyle3}$$
1053#3 3!!+333 $$3!!+333$$
1054#3 3!!+3/3+333 $$3!!+\frac{\textstyle3}{\textstyle3}+333$$
1055#3 3!!+3!/3+333 $$3!!+\frac{\textstyle3!}{\textstyle3}+333$$
1056#3 3+3!!+333 $$3+3!!+333$$
1057#3 3!!+(3!+3/3)^3-3! $$3!!+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}-3!$$
1058#3 3!*(3!)^3-(3!!-3!)/3 $$3!\times{3!}^{3}-\frac{\textstyle3!!-3!}{\textstyle3}$$
1059#3 3!+3!!+333 $$3!+3!!+333$$
1060#3 3!!+(3!+3/3)^3-3 $$3!!+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}-3$$
1061#3 3^(3!)+333-3/3 $${3}^{3!}+333-\frac{\textstyle3}{\textstyle3}$$
1062#3 3^(3!)+333 $${3}^{3!}+333$$
1063#3 3!!+(3!+3/3)^3 $$3!!+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1064#3 3!!+33/3+333 $$3!!+\frac{\textstyle33}{\textstyle3}+333$$
1065#3 3+3^(3!)+333 $$3+{3}^{3!}+333$$
1066#3 3+3!!+(3!+3/3)^3 $$3+3!!+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1067#3 33*(33-3!/3/3) $$33\times\left(33-\frac{\textstyle3!}{\textstyle3\times3}\right)$$
1068#3 3!+3^(3!)+333 $$3!+{3}^{3!}+333$$
1069#3 3!+3!!+(3!+3/3)^3 $$3!+3!!+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1070#3 3*3!!*(3/(3!)-(3!)^(-3)) $$3\times3!!\times\left(\frac{\textstyle3}{\textstyle3!}-{3!}^{-3}\right)$$
1071#3 3*(3*3!!/(3!)-3) $$3\times\left(\frac{\textstyle3\times3!!}{\textstyle3!}-3\right)$$
1072#3 3^(3!)+(3!+3/3)^3 $${3}^{3!}+{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1073#3 (3*3!!*3-3!)/(3!)-3! $$\frac{\textstyle3\times3!!\times3-3!}{\textstyle3!}-3!$$
1074#3 3*3*3!!/(3!)-3! $$\frac{\textstyle3\times3\times3!!}{\textstyle3!}-3!$$
1075#3 (3*3*(3!!-3)-3)/(3!) $$\frac{\textstyle3\times3\times\left(3!!-3\right)-3}{\textstyle3!}$$
1076#3 (3+3*3*(3!!-3))/(3!) $$\frac{\textstyle3+3\times3\times\left(3!!-3\right)}{\textstyle3!}$$
1077#3 3*3*3!!/(3!)-3 $$\frac{\textstyle3\times3\times3!!}{\textstyle3!}-3$$
1078#3 (3!+3!!/(3^3))*33 $$\left(3!+\frac{\textstyle3!!}{\textstyle{3}^{3}}\right)\times33$$
1079#3 (3*3!!*3-3!)/(3!) $$\frac{\textstyle3\times3!!\times3-3!}{\textstyle3!}$$
1080#3 3*3*3!!/(3!) $$\frac{\textstyle3\times3\times3!!}{\textstyle3!}$$
1081#3 (3!+3*3!!*3)/(3!) $$\frac{\textstyle3!+3\times3!!\times3}{\textstyle3!}$$
1082#3 (3+3*(3+3!!*3))/(3!) $$\frac{\textstyle3+3\times\left(3+3!!\times3\right)}{\textstyle3!}$$
1083#3 33*33-3! $$33\times33-3!$$
1084#3 (3*3*(3!!+3)-3)/(3!) $$\frac{\textstyle3\times3\times\left(3!!+3\right)-3}{\textstyle3!}$$
1085#3 (3+3*3*(3!!+3))/(3!) $$\frac{\textstyle3+3\times3\times\left(3!!+3\right)}{\textstyle3!}$$
1086#3 33*33-3 $$33\times33-3$$
1087#3 33*33-3!/3 $$33\times33-\frac{\textstyle3!}{\textstyle3}$$
1088#3 33*33-3/3 $$33\times33-\frac{\textstyle3}{\textstyle3}$$
1089#3 33*33 $$33\times33$$
1090#3 3/3+33*33 $$\frac{\textstyle3}{\textstyle3}+33\times33$$
1091#3 3!/3+33*33 $$\frac{\textstyle3!}{\textstyle3}+33\times33$$
1092#3 3+33*33 $$3+33\times33$$
1093#3 (3^(3*3)/3-3)/(3!) $$\frac{\textstyle\frac{\textstyle{3}^{3\times3}}{\textstyle3}-3}{\textstyle3!}$$
1094#3 (3+3^(3*3)/3)/(3!) $$\frac{\textstyle3+\frac{\textstyle{3}^{3\times3}}{\textstyle3}}{\textstyle3!}$$
1095#3 3!+33*33 $$3!+33\times33$$
1096#3 3!+3/3+33*33 $$3!+\frac{\textstyle3}{\textstyle3}+33\times33$$
1097#3 3!!+3!!-(3!+3/3)^3 $$3!!+3!!-{\left(3!+\frac{\textstyle3}{\textstyle3}\right)}^{3}$$
1098#3 3!*((3!)^3-33) $$3!\times\left({3!}^{3}-33\right)$$
1099#3 (3333-3!*3!)/3 $$\frac{\textstyle3333-3!\times3!}{\textstyle3}$$
1100#3 (((3!/3)^3)!-3!!)/(3!)/(3!) $$\frac{\textstyle\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!-3!!}{\textstyle3!\times3!}$$
1101#3 3!+3!+33*33 $$3!+3!+33\times33$$
1102#3 (3333-3^3)/3 $$\frac{\textstyle3333-{3}^{3}}{\textstyle3}$$
1103#3 3!!+((√√(3!)+√√(3!))^(3!)-√(3!))/√(3!) $$3!!+\frac{\textstyle{\left(\sqrt{\!\!\sqrt{3!}}+\sqrt{\!\!\sqrt{3!}}\right)}^{3!}-\sqrt{3!}}{\textstyle\sqrt{3!}}$$
1104#3 3!!+3!*(3!/3)^(3!) $$3!!+3!\times{\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3!}$$
1105#3 3333/3-3! $$\frac{\textstyle3333}{\textstyle3}-3!$$
1106#3 (3333-3!)/3-3 $$\frac{\textstyle3333-3!}{\textstyle3}-3$$
1107#3 3!!+3!!-333 $$3!!+3!!-333$$
1108#3 3333/3-3 $$\frac{\textstyle3333}{\textstyle3}-3$$
1109#3 (3333-3!)/3 $$\frac{\textstyle3333-3!}{\textstyle3}$$
1110#3 (3333-3)/3 $$\frac{\textstyle3333-3}{\textstyle3}$$
1111#3 3333/3 $$\frac{\textstyle3333}{\textstyle3}$$
1112#3 (3+3333)/3 $$\frac{\textstyle3+3333}{\textstyle3}$$
1113#3 (3!+3333)/3 $$\frac{\textstyle3!+3333}{\textstyle3}$$
1114#3 3+3333/3 $$3+\frac{\textstyle3333}{\textstyle3}$$
1115#3 (33/3)^3-(3!)^3 $${\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-{3!}^{3}$$
1116#3 3!!+(3!+3!)*33 $$3!!+\left(3!+3!\right)\times33$$
1117#3 3!+3333/3 $$3!+\frac{\textstyle3333}{\textstyle3}$$
1118#3 3!+(3+3333)/3 $$3!+\frac{\textstyle3+3333}{\textstyle3}$$
1119#3 3!!/(3!)+3*333 $$\frac{\textstyle3!!}{\textstyle3!}+3\times333$$
1120#3 ((3!/3)^3)!/(3!)/(3!) $$\frac{\textstyle\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!}{\textstyle3!\times3!}$$
1121#3 (3!+((3!/3)^3)!/(3!))/(3!) $$\frac{\textstyle3!+\frac{\textstyle\left({\left(\frac{\textstyle3!}{\textstyle3}\right)}^{3}\right)!}{\textstyle3!}}{\textstyle3!}$$
1122#3 33+33*33 $$33+33\times33$$
1123#3 ((3!*3-3)^3-3!)/3 $$\frac{\textstyle{\left(3!\times3-3\right)}^{3}-3!}{\textstyle3}$$
1124#3 ((3!*3-3)^3-3)/3 $$\frac{\textstyle{\left(3!\times3-3\right)}^{3}-3}{\textstyle3}$$
1125#3 (3!*3-3)^3/3 $$\frac{\textstyle{\left(3!\times3-3\right)}^{3}}{\textstyle3}$$
1126#3 (3+(3!*3-3)^3)/3 $$\frac{\textstyle3+{\left(3!\times3-3\right)}^{3}}{\textstyle3}$$
1127#3 (3!+(3!*3-3)^3)/3 $$\frac{\textstyle3!+{\left(3!\times3-3\right)}^{3}}{\textstyle3}$$
1128#3 3+(3!*3-3)^3/3 $$3+\frac{\textstyle{\left(3!\times3-3\right)}^{3}}{\textstyle3}$$
1129#3 3!*3+3333/3 $$3!\times3+\frac{\textstyle3333}{\textstyle3}$$
1130#3 (3!!-3)/3+3^3*33 $$\frac{\textstyle3!!-3}{\textstyle3}+{3}^{3}\times33$$
1131#3 3!!/3+3^3*33 $$\frac{\textstyle3!!}{\textstyle3}+{3}^{3}\times33$$
1132#3 (3!!+3)/3+3^3*33 $$\frac{\textstyle3!!+3}{\textstyle3}+{3}^{3}\times33$$
1133#3 (33/3)^3-3!*33 $${\left(\frac{\textstyle33}{\textstyle3}\right)}^{3}-3!\times33$$
1134#3 3!*((3!)^3-3^3) $$3!\times\left({3!}^{3}-{3}^{3}\right)$$
1135#3 3/3+3!*((3!)^3-3^3) $$\frac{\textstyle3}{\textstyle3}+3!\times\left({3!}^{3}-{3}^{3}\right)$$
1136#3 3!*((3!)^3-3!!/(3^3)) $$3!\times\left({3!}^{3}-\frac{\textstyle3!!}{\textstyle{3}^{3}}\right)$$
1137#3 3+3!*((3!)^3-3^3) $$3+3!\times\left({3!}^{3}-{3}^{3}\right)$$
1138#3 3^3+3333/3 $${3}^{3}+\frac{\textstyle3333}{\textstyle3}$$
1139#3 3+3!*((3!)^3-3!!/(3^3)) $$3+3!\times\left({3!}^{3}-\frac{\textstyle3!!}{\textstyle{3}^{3}}\right)$$
1140#3 3!+3!*((3!)^3-3^3) $$3!+3!\times\left({3!}^{3}-{3}^{3}\right)$$
1141#3 (3!+3^(-3))*((3!)^3-3^3) $$\left(3!+{3}^{-3}\right)\times\left({3!}^{3}-{3}^{3}\right)$$
1142#3 3*(3!!*(3/(3!)+3^(-3))-3!) $$3\times\left(3!!\times\left(\frac{\textstyle3}{\textstyle3!}+{3}^{-3}\right)-3!\right)$$
1143#3 3*(3!!-333-3!) $$3\times\left(3!!-333-3!\right)$$
1144#3 33+3333/3 $$33+\frac{\textstyle3333}{\textstyle3}$$
1145#3 (3+3!/3)*(3!!-33)/3 $$\frac{\textstyle\left(3+\frac{\textstyle3!}{\textstyle3}\right)\times\left(3!!-33\right)}{\textstyle3}$$
1146#3 3!*(3!*33-3!)-3! $$3!\times\left(3!\times33-3!\right)-3!$$
1147#3 3!*3!+3333/3 $$3!\times3!+\frac{\textstyle3333}{\textstyle3}$$
1148#3 ((3!)^3*33-3!!/3)/(3!) $$\frac{\textstyle{3!}^{3}\times33-\frac{\textstyle3!!}{\textstyle3}}{\textstyle3!}$$
1149#3 3!*(3!*33-3!)-3 $$3!\times\left(3!\times33-3!\right)-3$$
1150#3 3!!+(3!*(3!)^3-3!)/3 $$3!!+\frac{\textstyle3!\times{3!}^{3}-3!}{\textstyle3}$$
1151#3 3!!+(3!*(3!)^3-3)/3 $$3!!+\frac{\textstyle3!\times{3!}^{3}-3}{\textstyle3}$$
1152#3 3!*(3!*33-3!) $$3!\times\left(3!\times33-3!\right)$$
1153#3 3!!+(3+3!*(3!)^3)/3 $$3!!+\frac{\textstyle3+3!\times{3!}^{3}}{\textstyle3}$$
